Northern California,New York,Kansas,Texas,Hawaii,Banner,UPC
,,31.09,31.39,,Safeway,541553073
,,50.99,,,Safeway,845893087
,,28.39,,,Safeway,727229928
,,30.99,,,Safeway,132458395
,,47.69,48.09,,Safeway,494020899
,,46.09,46.59,,Safeway,905914857
,,16.29,16.39,,Safeway,635609352
,,6.39,6.39,,Safeway,338863686
,,19.29,,,Safeway,312567137
,,30.59,30.89,,Safeway,165559469
,,53.59,54.09,,Safeway,545319478
,,16.09,16.19,,Safeway,582214622
,,52.89,53.49,,Safeway,970617307
,,47.69,,,Safeway,246582548
,,8.99,9.09,,Safeway,987897892
,,8.19,8.29,,Safeway,850719150
,,42.99,,,Safeway,842621232
,,53.99,54.49,,Safeway,15052612
,,16.59,16.79,,Safeway,916097175
,,1.59,1.59,,Safeway,762004012
,,53.79,54.39,,Safeway,176351627
,,2.29,,,Safeway,200021055
,,30.09,30.39,,Safeway,812183948
,,1.99,2.09,,Safeway,226080317
,,8.79,,,Safeway,127887048
,,3.09,3.09,,Safeway,906234211
,,39.19,,,Safeway,842306029
,,3.79,3.79,,Safeway,47174618
,,54.89,55.49,,Safeway,514987291
,,34.69,35.09,,Safeway,831054514
,,40.49,40.89,,Safeway,152181269
,,36.49,36.89,,Safeway,90756884
,,55.09,55.69,,Safeway,899819893
,,6.39,6.49,,Safeway,514805290
,,2.89,2.99,,Safeway,371212986
,,33.59,33.99,,Safeway,333664376
,,41.69,42.09,,Safeway,700311165
,,27.49,27.79,,Safeway,256779462
,,24.29,,,Safeway,473279874
,,35.09,35.49,,Safeway,266425823
,,20.29,20.49,,Safeway,678675568
,,13.79,13.99,,Safeway,978164640
,,17.49,17.69,,Safeway,144575642
,,31.59,31.89,,Safeway,526212256
,,27.79,28.09,,Safeway,45509167
,,53.49,54.09,,Safeway,484719492
,,57.29,57.89,,Safeway,495847520
,,7.89,7.99,,Safeway,529559570
,,11.29,11.39,,Safeway,643110527
,,3.19,3.19,,Safeway,69037528
,,31.49,31.89,,Safeway,988779486
,,59.49,,,Safeway,676268953
,,7.79,7.89,,Safeway,340478827
,,59.49,60.09,,Safeway,220677427
,,8.89,8.99,,Safeway,713032211
,,33.89,34.29,,Safeway,516205909
,,1.59,1.69,,Safeway,770347410
,,14.79,14.89,,Safeway,434688119
,,2.59,,,Safeway,86858655
,,51.59,52.19,,Safeway,405684153
,,20.99,21.29,,Safeway,631749882
,,20.39,20.59,,Safeway,826114350
,,40.19,,,Safeway,864892235
,,44.79,45.29,,Safeway,830115263
,,59.49,60.09,,Safeway,739430945
,,13.09,13.19,,Safeway,60042797
,,8.99,9.09,,Safeway,222180587
,,27.09,27.29,,Safeway,757630984
,,4.99,5.09,,Safeway,449986246
,,10.69,,,Safeway,702239031
,,45.59,45.99,,Safeway,764458897
,,41.49,41.89,,Safeway,311226396
,,3.39,3.49,,Safeway,353556196
,,10.29,10.39,,Safeway,477240979
,,16.49,16.59,,Safeway,537045183
,,13.59,13.69,,Safeway,278001228
,,1.99,1.99,,Safeway,606513778
,,21.09,21.39,,Safeway,118708197
,,36.99,37.39,,Safeway,883713851
,,47.79,48.19,,Safeway,723934665
,,59.09,59.69,,Safeway,165324638
,,52.29,52.79,,Safeway,820540489
,,14.29,14.39,,Safeway,178923336
,,17.69,17.89,,Safeway,978196729
,,18.69,,,Safeway,594511101
,,43.59,44.09,,Safeway,592298415
,,4.09,4.19,,Safeway,822316142
,,44.99,45.39,,Safeway,606279907
,,48.69,49.19,,Safeway,789649867
,,6.39,6.49,,Safeway,746596885
,,51.49,,,Safeway,980150388
,,38.19,38.59,,Safeway,222633181
,,12.69,,,Safeway,634830299
,,16.29,16.39,,Safeway,740153739
,,51.69,52.19,,Safeway,737234743
,,3.59,3.59,,Safeway,165526080
,,18.29,18.49,,Safeway,766810433
,,47.99,,,Safeway,391122766
,,33.29,33.59,,Safeway,182310151
,,44.99,45.39,,Safeway,813117592
,,17.19,17.29,,Safeway,922747986
,,17.59,17.79,,Safeway,157966725
,,52.39,52.99,,Safeway,568256903
,,28.99,29.29,,Safeway,361609713
,,10.69,10.79,,Safeway,26791818
,,14.39,14.59,,Safeway,125829867
,,28.79,29.09,,Safeway,204071291
,,54.29,54.79,,Safeway,432934258
,,5.79,5.89,,Safeway,786293238
,,2.39,2.49,,Safeway,646431619
,,54.99,55.49,,Safeway,88576101
,,34.29,34.59,,Safeway,637601085
,,30.59,30.89,,Safeway,696954302
,,12.79,12.89,,Safeway,93351329
,,55.99,,,Safeway,897021614
,,42.19,42.59,,Safeway,742726716
,,41.49,41.89,,Safeway,576506037
,,19.49,19.69,,Safeway,517769564
,,59.29,59.89,,Safeway,276801250
,,22.69,22.89,,Safeway,39601228
,,8.39,8.49,,Safeway,93696286
,,37.99,38.39,,Safeway,238497653
,,50.89,51.39,,Safeway,505307561
,,53.39,53.99,,Safeway,778006625
,,44.89,45.29,,Safeway,581614281
,,17.89,,,Safeway,793865483
,,9.29,9.39,,Safeway,740420827
,,2.39,,,Safeway,243131192
,,13.69,13.79,,Safeway,663501723
,,47.49,47.99,,Safeway,303530277
,,57.29,57.79,,Safeway,121620235
,,8.89,,,Safeway,526069074
,,22.79,22.99,,Safeway,739054494
,,35.39,35.79,,Safeway,81927167
,,55.59,56.09,,Safeway,218294289
,,48.59,48.99,,Safeway,169472387
,,6.69,6.69,,Safeway,296821950
,,14.29,14.39,,Safeway,373709792
,,42.19,42.59,,Safeway,276263379
,,16.99,,,Safeway,931390073
,,23.69,23.99,,Safeway,856554674
,,25.69,25.89,,Safeway,877162041
,,24.79,25.09,,Safeway,878698622
,,37.49,37.89,,Safeway,221349675
,,59.09,59.69,,Safeway,838460068
,,29.99,30.29,,Safeway,764530996
,,27.39,27.69,,Safeway,397250295
,,16.39,16.59,,Safeway,446836510
,,53.89,54.49,,Safeway,214212433
,,8.49,8.59,,Safeway,949435750
,,39.19,39.59,,Safeway,433536637
,,14.99,15.19,,Safeway,338728090
,,1.39,1.39,,Safeway,643896037
,,42.09,42.59,,Safeway,804094528
,,37.09,37.49,,Safeway,354716417
,,27.79,28.09,,Safeway,283434497
,,7.99,7.99,,Safeway,760445497
,,51.99,52.49,,Safeway,486230490
,,1.99,,,Whole Foods,350639776
,,1.99,,,Whole Foods,588225773
,,1.99,,,Whole Foods,631749882
,,1.99,34.39,,Whole Foods,476935693
,,1.99,,,Whole Foods,115681900
,,1.99,13.59,,Whole Foods,634830299
,,1.99,,,Whole Foods,431156925
,,1.99,,,Whole Foods,303748850
,,1.99,,,Whole Foods,458313112
,,1.99,,,Whole Foods,86858655
,,1.99,,,Whole Foods,645331356
,,1.99,,,Whole Foods,504139198
,,1.99,,,Whole Foods,805082512
,,1.99,41.89,,Whole Foods,433536637
,,1.99,,,Whole Foods,228591095
,,1.99,28.39,,Whole Foods,361415663
,,1.99,10.69,,Whole Foods,256906423
,,1.99,,,Whole Foods,894150291
,,1.99,,,Whole Foods,647962512
,,1.99,,,Whole Foods,643896037
,,1.99,,,Whole Foods,285189163
,,1.99,,,Whole Foods,16829288
,,1.99,,,Whole Foods,354630366
,,1.99,,,Whole Foods,896138462
,,1.99,,,Whole Foods,118708197
,,1.99,22.19,,Whole Foods,58785197
,,1.99,62.49,,Whole Foods,377365657
,,1.99,1.29,,Whole Foods,979616943
,,1.99,50.29,,Whole Foods,177925497
,,1.99,4.99,,Whole Foods,778682895
,,1.99,,,Whole Foods,365630841
,,1.99,37.39,,Whole Foods,244899396
,,1.99,,,Whole Foods,897021614
,,1.99,,,Whole Foods,581614281
,,1.99,,,Whole Foods,448330081
,,1.99,,,Whole Foods,314756902
,,1.99,35.29,,Whole Foods,248544810
,,1.99,,,Whole Foods,866416138
,,1.99,,,Whole Foods,827898456
,,1.99,,,Whole Foods,949435750
,,1.99,56.59,,Whole Foods,83141336
,,1.99,,,Whole Foods,637601085
,,1.99,45.09,,Whole Foods,742726716
,,1.99,,,Whole Foods,822316142
,,1.99,,,Whole Foods,132112942
,,1.99,23.79,,Whole Foods,54236183
,,1.99,,,Whole Foods,988776021
,,1.99,,,Whole Foods,576244412
,,1.99,2.69,,Whole Foods,592499340
,,1.99,,,Whole Foods,864892235
,,1.99,35.39,,Whole Foods,61566790
,,1.99,,,Whole Foods,978164640
,,1.99,,,Whole Foods,416642778
,,1.99,,,Whole Foods,429624919
,,1.99,26.29,,Whole Foods,549109328
,,1.99,,,Whole Foods,877162041
,,1.99,,,Whole Foods,226080317
,,1.99,16.59,,Whole Foods,702868026
,,1.99,,,Whole Foods,739430945
,,1.99,,,Whole Foods,332996724
,,1.99,9.59,,Whole Foods,725772193
,,1.99,34.79,,Whole Foods,977134983
,,1.99,63.89,,Whole Foods,715494692
,,1.99,,,Whole Foods,818139689
,,1.99,,,Whole Foods,678675568
,,,41.96,,Walmart,59479815
,,,3.83,,Walmart,822316142
,,,40.75,,Walmart,683028909
,,,35.9,,Walmart,416642778
,,,22.17,,Walmart,473279874
,,,13.35,,Walmart,51294147
,,,32.42,,Walmart,253141402
,,,48.2,,Walmart,970617307
,,,30.96,,Walmart,964715239
,,,14.96,,Walmart,333868779
,,,7.43,,Walmart,207648093
,,,22.35,,Walmart,374144563
,,,54.2,,Walmart,739430945
,,,26.63,,Walmart,535286391
,,,21.97,,Walmart,230451071
,,,54.49,,Trader Joes,773828271
,,,9.59,,Trader Joes,256906423
,,,6.19,,Trader Joes,311625369
,,,5.59,,Trader Joes,19696884
,,,26.69,,Trader Joes,45509167
,,,37.89,,Trader Joes,405988807
,,,15.09,,Trader Joes,923891080
,,,27.09,,Trader Joes,832713642
,,,29.39,,Trader Joes,165559469
,,,46.89,,Trader Joes,538783344
,,,52.59,,Trader Joes,504139198
,,,4.99,,Trader Joes,11873171
,,,31.79,,Trader Joes,454788216
,,,6.29,,Trader Joes,416724552
,,,6.49,,Trader Joes,458350008
,,,38.39,,Trader Joes,643891644
,,,24.69,,Trader Joes,877162041
,,,4.79,,Trader Joes,551067349
,,,6.89,,Trader Joes,827210689
,,,52.69,,Trader Joes,514987291
,,,22.59,,Trader Joes,783845705
,,,17.59,,Trader Joes,48258595
,,,53.69,,Trader Joes,227818213
,,,55.89,,Trader Joes,932644749
,,,15.59,,Trader Joes,740153739
,,,26.79,,Trader Joes,697589645
,,,36.69,,Trader Joes,222633181
,,,23.09,,Trader Joes,230451071
,,,28.89,,Trader Joes,115681900
,,,18.39,,Trader Joes,420577775
,,,35.69,,Trader Joes,966176819
,,,3.39,,Trader Joes,376311065
,,,56.99,,Trader Joes,158953776
,,,31.49,,Trader Joes,240924482
,,,46.29,,Trader Joes,780230660
,,,49.89,,Trader Joes,270412866
,,,6.69,,Trader Joes,838729004
,,,3.39,,Trader Joes,16829288
,,,38.09,,Trader Joes,758967619
,,,24.19,,Trader Joes,966125119
,,,14.39,,Trader Joes,574010167
,,,17.49,,Trader Joes,583382498
,,,35.59,,Trader Joes,768547166
,,,54.99,,Trader Joes,121620235
,,,8.59,,Trader Joes,713032211
,,,55.99,,Trader Joes,986134213
,,,18.59,,Trader Joes,115104280
,,,1.89,,Trader Joes,888354959
,,,32.89,,Trader Joes,637601085
,,,23.49,,Trader Joes,531197407
,,,33.09,,Trader Joes,939282782
,,,37.59,,Trader Joes,433536637
,,,16.49,,Trader Joes,459605874
,,,30.49,,Trader Joes,271202170
,,,4.99,,Trader Joes,513172706
,,,7.29,,Trader Joes,672429356
,,,23.49,,Trader Joes,365630841
,,,54.69,,Trader Joes,936330605
,,,50.59,,Trader Joes,367626432
,,,6.19,,Trader Joes,746596885
,,,54.29,,Trader Joes,94849573
,,,39.89,,Trader Joes,584200676
,,,12.99,,Trader Joes,375993782
,,,42.29,,Trader Joes,173173585
,,,52.99,,Trader Joes,899819893
,,,6.09,,Trader Joes,338863686
,,,32.19,,Trader Joes,743414051
,,,11.19,,Trader Joes,95862680
,,,2.99,,Trader Joes,69037528
,,,16.99,,Trader Joes,850860889
,,,19.89,,Trader Joes,617543188
,,,55.79,,Trader Joes,130318597
,,,28.79,,Trader Joes,764530996
,,,43.19,,Trader Joes,606279907
,,,26.09,,Trader Joes,278003538
,,,18.59,,Trader Joes,745216676
,,,26.09,,Trader Joes,857721983
,,,52.49,,Trader Joes,827980895
,,,18.19,,Trader Joes,723906184
,,,16.49,,Trader Joes,922747986
,,,37.29,,Trader Joes,38399923
,,,43.29,,Trader Joes,821504223
,,,25.79,,Trader Joes,840138489
,,,16.19,,Trader Joes,917211564
,,,47.59,,Trader Joes,888599847
,,,30.89,,Trader Joes,119616993
,,,7.29,,Trader Joes,832037986
,,,35.49,,Trader Joes,574686428
,,,17.39,,Trader Joes,24764365
,,,8.89,,Trader Joes,740420827
,,,47.99,,Trader Joes,963858888
,,,37.79,,Trader Joes,443127155
,,,21.89,,Trader Joes,739054494
,,,8.69,,Trader Joes,725772193
,,,35.49,,Trader Joes,489398729
,,,38.79,,Trader Joes,365185443
,,,5.19,,Trader Joes,22132676
,,,32.89,,Trader Joes,445351739
,,,27.69,,Trader Joes,204071291
,,,32.29,,Trader Joes,599921977
,,,8.19,,Trader Joes,949435750
,,,30.29,,Trader Joes,988779486
,,,41.89,,Trader Joes,592298415
,,,16.99,,Trader Joes,708930835
,,,44.69,,Trader Joes,223905761
,,,52.09,,Trader Joes,284293391
,,,53.99,,Trader Joes,591915659
,,,16.49,,Trader Joes,496444498
,,,39.49,,Trader Joes,74029795
,,,25.89,,Trader Joes,151145905
,,,28.29,,Trader Joes,354630366
,,,17.19,,Trader Joes,870721732
,,,38.49,,Trader Joes,127838957
,,,43.59,,Trader Joes,690392986
,,,28.19,,Trader Joes,653798822
,,,10.79,,Trader Joes,259287413
,,,35.09,,Trader Joes,554753210
,,,26.99,,Trader Joes,678539677
,,,36.19,,Trader Joes,827898456
,,,1.79,,Trader Joes,285638116
,,,18.59,,Trader Joes,285189163
,,,26.99,,Trader Joes,975326196
,,,2.39,,Trader Joes,302256456
,,,33.09,,Trader Joes,171059624
,,,7.69,,Trader Joes,555173446
,,,30.49,,Trader Joes,652377244
,,,18.49,,Trader Joes,312567137
,,,55.89,,Trader Joes,353626798
,,,14.19,,Trader Joes,434688119
,,,18.39,,Trader Joes,113921219
,,,43.19,,Trader Joes,965370690
,,,13.39,,Trader Joes,643610475
,,,50.19,,Trader Joes,441404447
,,,17.19,,Trader Joes,538593323
,,,1.59,,Trader Joes,694468735
,,,56.79,,Trader Joes,165324638
,,,17.59,,Trader Joes,766810433
,,,14.89,,Trader Joes,907400779
,,,25.99,,Trader Joes,757630984
,,,29.89,,Trader Joes,541553073
,,,25.89,,Trader Joes,574404121
,,,25.49,,Trader Joes,774949377
,,,40.79,,Trader Joes,193724353
,,,42.89,,Trader Joes,992125856
,,,48.39,,Trader Joes,300705072
,,,24.39,,Trader Joes,87093736
,,,10.29,,Trader Joes,26791818
,,,56.19,,Trader Joes,625438627
,,,47.69,,Trader Joes,35072231
,,,19.79,,Trader Joes,568480217
,,,46.09,,Trader Joes,101201265
,,,2.89,,Trader Joes,864093895
,,,11.19,,Trader Joes,996849471
,,,47.59,,Trader Joes,311149036
,,,12.99,,Trader Joes,604540867
,,,35.29,,Trader Joes,587816654
,,,33.89,,Trader Joes,109076038
,,,1.99,,Trader Joes,226080317
,,,11.79,,Trader Joes,708419030
,,,48.79,,Trader Joes,273984951
,,,21.29,,Trader Joes,646726630
,,,16.99,,Trader Joes,363663062
,,,9.39,,Trader Joes,905792642
,,,41.49,,Trader Joes,849702242
,,,37.09,,Trader Joes,243785066
,,,56.49,,Trader Joes,614892418
,,,22.29,,Trader Joes,645331356
,,,51.49,,Trader Joes,545319478
,,,36.69,,Trader Joes,237280009
,,,19.29,,Trader Joes,698832542
,,,57.19,,Trader Joes,739430945
,,,46.29,,Trader Joes,971923169
,,,1.89,,Trader Joes,606513778
,,,3.79,,Trader Joes,554693845
,,,51.59,,Trader Joes,955026913
,,,15.69,,Trader Joes,215480572
,,,35.99,,Trader Joes,794251522
,,,50.49,,Trader Joes,242277190
,,,17.59,,Trader Joes,848007798
,,,12.39,,Trader Joes,387815880
,,,51.39,,Trader Joes,484719492
,,,1.79,,Trader Joes,526328901
,,,13.69,,Trader Joes,178923336
,,,35.69,,Trader Joes,321012038
,,,20.99,,Trader Joes,899571200
,,,23.59,,Trader Joes,576244412
,,,18.99,,Trader Joes,959054260
,,,25.69,,Trader Joes,450309449
,,,57.39,,Trader Joes,715494692
,,,22.59,,Trader Joes,106918220
,,,1.09,,Trader Joes,77460052
,,,1.19,,Trader Joes,979616943
,,,25.19,,Trader Joes,23493525
,,,13.09,,Trader Joes,929137671
,,,5.99,,Trader Joes,598589918
,,,52.89,,Wegmans,899956196
,,,10.39,,Wegmans,571896895
,,,29.79,,Wegmans,19911643
,,,49.79,,Wegmans,60912855
,,,41.49,,Wegmans,783899410
,,,55.09,,Wegmans,549838046
,,,27.99,,Wegmans,675134953
,,,27.39,,Wegmans,697589645
,,,5.19,,Wegmans,861024387
,,,29.19,,Wegmans,142252924
,,,44.19,,Wegmans,821504223
,,,3.49,,Wegmans,16829288
,,,32.09,,Wegmans,240924482
,,,55.49,,Wegmans,506238955
,,,28.69,,Wegmans,197321036
,,,16.49,,Wegmans,765958220
,,,49.39,,Wegmans,300705072
,,,34.59,,Wegmans,109076038
,,,47.89,,Wegmans,538783344
,,,57.29,,Wegmans,377365657
,,,10.39,,Wegmans,633357974
,,,5.79,,Wegmans,19696884
,,,26.49,,Wegmans,200282631
,,,24.99,,Wegmans,388197861
,,,42.79,,Wegmans,174429227
,,,26.19,,Wegmans,450309449
,,,43.39,,Wegmans,615706094
,,,15.99,,Wegmans,635609352
,,,43.19,,Wegmans,70324549
,,,13.29,,Wegmans,278001228
,,,1.89,,Wegmans,606513778
,,,55.49,,Wegmans,884354350
,,,19.79,,Wegmans,912873332
,,,6.39,,Wegmans,416724552
,,,16.69,,Wegmans,471370637
,,,1.59,,Wegmans,694468735
,,,33.49,,Wegmans,122484761
,,,40.49,,Safeway,641701426
,,,34.29,,Safeway,964715239
,,,13.19,,Safeway,77045464
,,,39.69,,Safeway,678530217
,,,29.49,,Safeway,197321036
,,,14.09,,Safeway,643610475
,,,28.19,,Safeway,503341824
,,,2.99,,Safeway,864093895
,,,30.69,,Safeway,19911643
,,,42.19,,Safeway,975793603
,,,29.69,,Safeway,716383928
,,,4.29,,Safeway,484526970
,,,58.99,,Safeway,161076622
,,,53.19,,Safeway,881311707
,,,26.79,,Safeway,315128578
,,,15.29,,Safeway,919110708
,,,55.69,,Safeway,966807089
,,,43.89,,Safeway,836742374
,,,23.69,,Safeway,993910240
,,,5.79,,Safeway,163383455
,,,33.79,,Safeway,238441424
,,,5.89,,Safeway,19696884
,,,6.79,,Safeway,458350008
,,,7.59,,Safeway,477638150
,,,1.69,,Safeway,45845527
,,,35.39,,Safeway,529968586
,,,6.09,,Safeway,866698043
,,,0.59,,Safeway,198082596
,,,59.29,,Safeway,302857528
,,,39.59,,Safeway,856365324
,,,48.79,,Safeway,477539026
,,,22.39,,Safeway,569684083
,,,52.19,,Safeway,457695472
,,,9.09,,Safeway,821096485
,,,25.79,,Safeway,265291556
,,,10.09,,Safeway,256906423
,,,45.79,,Safeway,323385020
,,,17.79,,Safeway,363663062
,,,38.09,,Safeway,387431034
,,,59.09,,Safeway,625438627
,,,31.69,,Safeway,915191199
,,,37.99,,Safeway,981620604
,,,36.99,,Safeway,645118810
,,,18.29,,Safeway,24764365
,,,14.89,,Safeway,246585815
,,,53.19,,Safeway,124091247
,,,40.69,,Safeway,479749486
,,,42.09,,Safeway,571419391
,,,36.89,,Safeway,554753210
,,,12.29,,Safeway,561425157
,,,27.49,,Safeway,278003538
,,,28.79,,Safeway,675134953
,,,31.39,,Safeway,349132748
,,,27.39,,Safeway,481217425
,,,46.99,,Safeway,223905761
,,,28.29,,Safeway,975326196
,,,27.19,,Safeway,714768657
,,,20.39,,Safeway,819121025
,,,10.89,,Safeway,994344572
,,,42.49,,Safeway,643048328
,,,35.69,,Safeway,109076038
,,,3.39,,Safeway,924190396
,,,19.49,,Safeway,543464804
,,,13.49,,Safeway,252888653
,,,45.89,,Safeway,690392986
,,,3.59,,Safeway,798625113
,,,22.19,,Safeway,63494206
,,,51.29,,Safeway,451469731
,,,5.19,,Safeway,846637828
,,,21.99,,Safeway,896138462
,,,52.89,,Safeway,765932940
,,,35.89,,Safeway,253141402
,,,31.79,,Safeway,325885139
,,,37.59,,Safeway,583297806
,,,11.29,,Safeway,259287413
,,,26.89,,Safeway,352180692
,,,5.29,,Safeway,513172706
,,,26.39,,Safeway,505693127
,,,38.49,,Safeway,44276570
,,,11.19,,Safeway,849299370
,,,37.59,,Safeway,451026029
,,,33.49,,Safeway,454788216
,,,20.19,,Safeway,588225773
,,,30.69,,Safeway,502816606
,,,3.09,,Safeway,622287285
,,,26.59,,Safeway,654483249
,,,7.99,,Safeway,60193187
,,,25.09,,Safeway,336912254
,,,35.79,,Safeway,860167579
,,,46.59,,Safeway,442236507
,,,40.39,,Safeway,643891644
,,,4.89,,Safeway,649976289
,,,14.69,,Safeway,51294147
,,,50.49,,Safeway,48013704
,,,23.89,,Safeway,509056495
,,,37.39,,Safeway,596626474
,,,25.09,,Safeway,311693284
,,,13.19,,Safeway,996262978
,,,15.09,,Safeway,574010167
,,,59.09,,Safeway,377365657
,,,57.89,,Safeway,266788198
,,,48.29,,Safeway,448330081
,,,29.89,,Safeway,430094535
,,,13.89,,Safeway,251180255
,,,5.19,,Safeway,872082334
,,,26.99,,Safeway,641131808
,,,22.49,,Whole Foods,277394644
,,,25.89,,Whole Foods,126967843
